COUNTRY,MISSION,VISA ISSUE DATE,EMPLOYMENT VISA,TOURIST VISA,BUSINESS VISA,CONFERENCE VISA,BUS VISA INDSPOUSE,BUSINESS VISA TRANSFER,DIPLOMATIC VISA,DIPLOMATIC DEPENDANT VISA,EMPLOYMENT VISA INDSPOUSE,ENTRY VISA,MEDICAL VISA,MEDICAL ATTENDENT VISA,MISSIONARY VISA,PILGRIMAGE VISA,RESEARCH VISA,PROJECT VISA,TRANSIT VISA,VISIT VISA,ART SURROGACY,LONG TERM VISA TRANSFER,STUDENT VISA
UNITED KINGDOM,UK-BIRMINGHAM,21-11-2013,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UNITED KINGDOM,UK-EDINBURGH,21-11-2013,0,94,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UNITED KINGDOM,UK-LONDON,21-11-2013,6,1851,222,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GHANA,GHANA-ACCRA,21-11-2013,0,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GREECE,GREECE-ATHENS,21-11-2013,0,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CROATIA,CROATIA-ZAGREB,21-11-2013,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUNGARY,HUNGARY-BUDAPEST,21-11-2013,0,18,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INDONESIA,INDONESIA-BALI,21-11-2013,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INDONESIA,INDONESIA-JAKARTA,21-11-2013,7,27,25,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
INDIA,MEA(CPV),21-11-2013,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IRELAND,IRELAND-DUBLIN,21-11-2013,0,98,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IRAN,IRAN-BANDARABBAS,21-11-2013,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IRAN,IRAN-TEHRAN,21-11-2013,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ICELAND,ICELAND-REYKJAVIK,21-11-2013,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ISRAEL,ISRAEL-TELAVIV,21-11-2013,2,117,61,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ITALY,ITALY-MILAN,21-11-2013,0,119,47,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ITALY,ITALY-ROME,21-11-2013,0,67,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JAPAN,JAPAN-KOBE,21-11-2013,4,95,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JAPAN,JAPAN-TOKYO,21-11-2013,20,247,132,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
KAZAKHSTAN,KAZAKSTAN-ALMATY,21-11-2013,0,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KAZAKHSTAN,KAZAKSTAN-ASTANA,21-11-2013,0,33,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
KENYA,KENYA-MOMBASA,21-11-2013,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KENYA,KENYA-NAIROBI,21-11-2013,0,36,5,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CAMBODIA,CAMBODIA-PHNOMPENH,21-11-2013,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KOREA(REPUBLIC OF),KOREA(SOUTH)-SEOUL,21-11-2013,2,222,86,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,2
KUWAIT,KUWAIT-KUWAIT CITY,21-11-2013,0,49,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LAOS,LAOS-VIENTIENE,21-11-2013,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRI LANKA,SRILANKA-COLOMBO,21-11-2013,0,701,62,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
SRI LANKA,SRILANKA-HAMBANTOTA,21-11-2013,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LATVIA,LATVIA_RIGA,21-11-2013,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MALDIVES,MALDIVES-MALE,21-11-2013,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEXICO,MEXICO-MEXICOCITY,21-11-2013,0,38,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MYANMAR,MYANMAR-YANGON,21-11-2013,0,144,1,2,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,3
MOZAMBIQUE,MOZAMBIQUE-MAPUTO,21-11-2013,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAURITIUS,MAURITIUS-PORTLOUIS,21-11-2013,0,93,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
MALAYSIA,MALAYSIA-KUALALUMPUR,21-11-2013,0,1070,45,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,29
NIGERIA,NIGERIA-ABUJA,21-11-2013,0,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
NIGERIA,NIGERIA-LAGOS,21-11-2013,0,9,16,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
NETHERLANDS,NETHERLANDS-THEHAGUE,21-11-2013,1,147,83,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
NORWAY,NORWAY-OSLO,21-11-2013,0,56,10,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
NEW ZEALAND,NEWZEALAND-WELLINGTON,21-11-2013,0,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OMAN,OMAN-MUSCAT,21-11-2013,0,278,9,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PAKISTAN,PAKISTAN-ISLAMABAD,21-11-2013,0,1,30,6,0,0,0,0,0,0,0,0,0,179,0,0,0,264,0,0,0
PERU,PERU-LIMA,21-11-2013,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PHILIPPINES,PHILLIPINES-MANILA,21-11-2013,2,17,6,18,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0
POLAND,POLAND-WARSAW,21-11-2013,0,35,13,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PORTUGAL,PORTUGAL-LISBON,21-11-2013,0,31,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ROMANIA,ROMANIA-BUCHAREST,21-11-2013,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
RUSSIAN FEDERATION,RUSSIA-MOSCOW,21-11-2013,0,2033,40,1,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1
RUSSIAN FEDERATION,RUSSIA-SAINTPETERSBURG,21-11-2013,4,210,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RUSSIAN FEDERATION,RUSSIA-VLADIVOSTOK,21-11-2013,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SUDAN,SUDAN-KHARTOUM,21-11-2013,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
SINGAPORE,SINGAPORE-SINGAPORE,21-11-2013,0,420,148,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLOVAK REPUBLIC,SLOVAKIA-BRATISLAVA,21-11-2013,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLOVENIA,SLOVENIA-LJUBLJANA,21-11-2013,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SWEDEN,SWEDEN-STOCKHOLM,21-11-2013,2,239,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
THAILAND,THAILAND-CHIANGMAI,21-11-2013,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TURKEY,TURKEY-ANKARA,21-11-2013,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TURKEY,TURKEY-ISTANBUL,21-11-2013,0,21,16,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
TAIWAN,TAIWAN-TAIPEI,21-11-2013,0,140,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TANZANIA,TANZANIA-DAR-ES-SALAAM,21-11-2013,0,46,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TANZANIA,TANZANIA-ZANZIBAR,21-11-2013,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UKRAINE,UKRAINE-KYIV,21-11-2013,0,161,13,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
UNITED STATES OF AMERICA,USA-ATLANTA,21-11-2013,2,153,29,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
UNITED STATES OF AMERICA,USA-CHICAGO,21-11-2013,0,199,38,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UNITED STATES OF AMERICA,USA-HOUSTON,21-11-2013,0,323,71,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UNITED STATES OF AMERICA,USA-NEWYORK,21-11-2013,0,225,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
UNITED STATES OF AMERICA,USA-SANFRANCISCO,21-11-2013,0,358,35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
UNITED STATES OF AMERICA,USA-WASHINGTON,21-11-2013,0,195,21,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UZBEKISTAN,UZBEKISTAN-TASHKENT,21-11-2013,0,17,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VENEZUELA,VENEZUELA-CARACAS,21-11-2013,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VIETNAM,VIETNAM-HANOI,21-11-2013,0,20,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
VIETNAM,VIETNAM-HO-CHI-MINHCITY,21-11-2013,0,12,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YEMEN,YEMEN-SANAA,21-11-2013,0,68,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
SOUTH AFRICA,SOUTHAFRICA-CAPETOWN,21-11-2013,0,40,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOUTH AFRICA,SOUTHAFRICA-DURBAN,21-11-2013,1,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOUTH AFRICA,SOUTHAFRICA-JOHANNESBURG,21-11-2013,0,39,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOUTH AFRICA,SOUTHAFRICA-PRETORIA,21-11-2013,2,130,21,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UNITED ARAB EMIRATES,UAE-ABUDHABI,20-11-2013,1,72,5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2
UNITED ARAB EMIRATES,UAE-DUBAI,20-11-2013,0,287,23,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ARGENTINA,ARGENTINA-BUENOSAIRES,20-11-2013,0,41,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARMENIA,ARMENIA-YEREVAN,20-11-2013,0,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AUSTRALIA,AUSTRALIA-CANBERRA,20-11-2013,0,154,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AUSTRALIA,AUSTRALIA-MELBOURNE,20-11-2013,0,207,49,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AUSTRALIA,AUSTRALIA-PERTH,20-11-2013,0,86,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AUSTRALIA,AUSTRALIA-SYDNEY,20-11-2013,0,257,27,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AUSTRIA,AUSTRIA-VIENNA,20-11-2013,0,89,28,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BELGIUM,BELGIUM-BRUSSELS,20-11-2013,0,136,33,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
BANGLADESH,BANGLADESH-CHITTAGONG,20-11-2013,0,377,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BANGLADESH,BANGLADESH-DHAKA,20-11-2013,0,1818,11,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9
BANGLADESH,BANGLADESH-RAJSHAHI,20-11-2013,0,218,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BULGARIA,BULGARIA-SOFIA,20-11-2013,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
BAHRAIN,BAHRAIN-ALDIYA,20-11-2013,0,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BRAZIL,BRAZIL-BRASILIA,20-11-2013,0,41,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BRAZIL,BRAZIL-SAOPAULO,20-11-2013,1,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BRUNEI,BRUNEI-DARUSSALAM,20-11-2013,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CANADA,CANADA-OTTAWA,20-11-2013,1,70,5,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CANADA,CANADA-TORONTO,20-11-2013,0,421,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CANADA,CANADA-VANCOUVER,20-11-2013,0,355,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SWITZERLAND,SWITZERLAND-BERNE,20-11-2013,0,180,29,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SWITZERLAND,SWITZERLAND-GENEVA,20-11-2013,0,50,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHILE,CHILE-SANTIAGO,20-11-2013,0,28,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHINA,CHINA-BEIJING,20-11-2013,0,148,237,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHINA,CHINA-GUANGZHOU,20-11-2013,0,97,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHINA,CHINA-HONGKONG,20-11-2013,0,57,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHINA,CHINA-SHANGHAI,20-11-2013,0,70,211,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COLOMBIA,COLOMBIA-BOGOTA,20-11-2013,0,23,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CZECH,CZECH-PRAGUE,20-11-2013,0,37,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GERMANY,GERMANY-BERLIN,20-11-2013,2,167,39,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
GERMANY,GERMANY-FRANKFURT,20-11-2013,7,190,58,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
GERMANY,GERMANY-HAMBURG,20-11-2013,0,70,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GERMANY,GERMANY-MUNICH,20-11-2013,1,56,58,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DENMARK,DENMARK-COPENHAGEN,20-11-2013,1,154,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EGYPT,EGYPT-CAIRO,20-11-2013,1,9,8,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
SPAIN,SPAIN-MADRID,20-11-2013,0,155,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ETHIOPIA,ETHIOPIA-ADDISABABA,20-11-2013,0,6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FINLAND,FINLAND-HELSINKI,20-11-2013,0,119,23,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRANCE,FRANCE-PARIS,20-11-2013,0,358,128,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UNITED KINGDOM,UK-BIRMINGHAM,20-11-2013,0,526,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UNITED KINGDOM,UK-EDINBURGH,20-11-2013,0,56,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UNITED KINGDOM,UK-LONDON,20-11-2013,3,1913,254,45,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
GHANA,GHANA-ACCRA,20-11-2013,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GREECE,GREECE-ATHENS,20-11-2013,0,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
GUATEMALA,GUATEMALA-GUATEMALACITY,20-11-2013,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CROATIA,CROATIA-ZAGREB,20-11-2013,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUNGARY,HUNGARY-BUDAPEST,20-11-2013,0,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INDONESIA,INDONESIA-BALI,20-11-2013,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INDONESIA,INDONESIA-JAKARTA,20-11-2013,3,36,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
INDONESIA,INDONESIA-MEDAN,20-11-2013,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INDIA,MEA(CPV),20-11-2013,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IRELAND,IRELAND-DUBLIN,20-11-2013,0,22,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
IRAN,IRAN-BANDARABBAS,20-11-2013,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IRAN,IRAN-TEHRAN,20-11-2013,0,125,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IRAN,IRAN-ZAHEDAN,20-11-2013,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ISRAEL,ISRAEL-TELAVIV,20-11-2013,0,63,34,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ITALY,ITALY-MILAN,20-11-2013,0,128,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ITALY,ITALY-ROME,20-11-2013,0,63,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JAPAN,JAPAN-KOBE,20-11-2013,3,45,48,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JAPAN,JAPAN-TOKYO,20-11-2013,12,320,124,8,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
KAZAKHSTAN,KAZAKSTAN-ALMATY,20-11-2013,4,101,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KAZAKHSTAN,KAZAKSTAN-ASTANA,20-11-2013,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KENYA,KENYA-MOMBASA,20-11-2013,0,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KENYA,KENYA-NAIROBI,20-11-2013,0,37,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KOREA(REPUBLIC OF),KOREA(SOUTH)-SEOUL,20-11-2013,0,324,94,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
KUWAIT,KUWAIT-KUWAIT CITY,20-11-2013,0,40,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LAOS,LAOS-VIENTIENE,20-11-2013,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRI LANKA,SRILANKA-COLOMBO,20-11-2013,0,719,67,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1
SRI LANKA,SRILANKA-JAFFNA,20-11-2013,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MALDIVES,MALDIVES-MALE,20-11-2013,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
MEXICO,MEXICO-MEXICOCITY,20-11-2013,0,37,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MYANMAR,MYANMAR-MANDALAY,20-11-2013,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MYANMAR,MYANMAR-YANGON,20-11-2013,0,116,2,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
MAURITIUS,MAURITIUS-PORTLOUIS,20-11-2013,0,79,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MALAYSIA,MALAYSIA-KUALALUMPUR,20-11-2013,0,1350,34,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
NIGERIA,NIGERIA-ABUJA,20-11-2013,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIGERIA,NIGERIA-LAGOS,20-11-2013,0,7,13,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
NETHERLANDS,NETHERLANDS-THEHAGUE,20-11-2013,8,109,69,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
NORWAY,NORWAY-OSLO,20-11-2013,0,50,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEPAL,NEPAL-KATHMANDU,20-11-2013,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
NEW ZEALAND,NEWZEALAND-WELLINGTON,20-11-2013,0,143,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
OMAN,OMAN-MUSCAT,20-11-2013,0,239,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PAKISTAN,PAKISTAN-ISLAMABAD,20-11-2013,0,4,24,3,0,0,0,0,0,0,0,0,0,288,0,0,0,120,0,0,2
PERU,PERU-LIMA,20-11-2013,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PHILIPPINES,PHILLIPINES-MANILA,20-11-2013,9,22,34,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0
POLAND,POLAND-WARSAW,20-11-2013,0,42,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PORTUGAL,PORTUGAL-LISBON,20-11-2013,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PALESTINIAN,PALESTINIAN-RAMALLAH,20-11-2013,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ROMANIA,ROMANIA-BUCHAREST,20-11-2013,0,19,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
RUSSIAN FEDERATION,RUSSIA-MOSCOW,20-11-2013,0,2263,15,2,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0
RUSSIAN FEDERATION,RUSSIA-SAINTPETERSBURG,20-11-2013,0,71,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SUDAN,SUDAN-KHARTOUM,20-11-2013,0,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
SINGAPORE,SINGAPORE-SINGAPORE,20-11-2013,0,369,120,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SERBIA,SERBIA-BELGRADE,20-11-2013,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLOVAK REPUBLIC,SLOVAKIA-BRATISLAVA,20-11-2013,1,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SWEDEN,SWEDEN-STOCKHOLM,20-11-2013,0,223,14,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
THAILAND,THAILAND-CHIANGMAI,20-11-2013,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TURKEY,TURKEY-ANKARA,20-11-2013,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
TURKEY,TURKEY-ISTANBUL,20-11-2013,0,21,17,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
TAIWAN,TAIWAN-TAIPEI,20-11-2013,1,67,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TANZANIA,TANZANIA-DAR-ES-SALAAM,20-11-2013,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TANZANIA,TANZANIA-ZANZIBAR,20-11-2013,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
UKRAINE,UKRAINE-KYIV,20-11-2013,1,175,7,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
UNITED STATES OF AMERICA,USA-ATLANTA,20-11-2013,2,211,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UNITED STATES OF AMERICA,USA-CHICAGO,20-11-2013,0,149,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UNITED STATES OF AMERICA,USA-HOUSTON,20-11-2013,0,138,21,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
UNITED STATES OF AMERICA,USA-NEWYORK,20-11-2013,0,342,42,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UNITED STATES OF AMERICA,USA-SANFRANCISCO,20-11-2013,0,319,52,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UNITED STATES OF AMERICA,USA-WASHINGTON,20-11-2013,0,160,22,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UZBEKISTAN,UZBEKISTAN-TASHKENT,20-11-2013,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VIETNAM,VIETNAM-HANOI,20-11-2013,0,13,2,3,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0
VIETNAM,VIETNAM-HO-CHI-MINHCITY,20-11-2013,0,33,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YEMEN,YEMEN-SANAA,20-11-2013,0,52,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
SOUTH AFRICA,SOUTHAFRICA-CAPETOWN,20-11-2013,0,44,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
