COUNTRY,MISSION,VISA ISSUE DATE,EMPLOYMENT VISA,TOURIST VISA,BUSINESS VISA,CONFERENCE VISA,BUS VISA INDSPOUSE,BUSINESS VISA TRANSFER,DIPLOMATIC VISA,DIPLOMATIC DEPENDANT VISA,EMPLOYMENT VISA INDSPOUSE,ENTRY VISA,MEDICAL VISA,MEDICAL ATTENDENT VISA,MISSIONARY VISA,PILGRIMAGE VISA,RESEARCH VISA,PROJECT VISA,TRANSIT VISA,VISIT VISA,ART SURROGACY,LONG TERM VISA TRANSFER,STUDENT VISA
BRUNEI,BRUNEI-DARUSSALAM,20-03-2013,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CANADA,CANADA-OTTAWA,20-03-2013,0,10,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CANADA,CANADA-TORONTO,20-03-2013,0,95,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
CANADA,CANADA-VANCOUVER,20-03-2013,0,87,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SWITZERLAND,SWITZERLAND-BERNE,20-03-2013,0,78,21,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHINA,CHINA-BEIJING,20-03-2013,0,12,105,2,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CHINA,CHINA-GUANGZHOU,20-03-2013,0,96,26,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
CHINA,CHINA-HONGKONG,20-03-2013,0,78,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHINA,CHINA-SHANGHAI,20-03-2013,1,88,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
COLOMBIA,COLOMBIA-BOGOTA,20-03-2013,0,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CZECH,CZECH-PRAGUE,20-03-2013,0,105,20,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0
GERMANY,GERMANY-BERLIN,20-03-2013,6,51,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GERMANY,GERMANY-FRANKFURT,20-03-2013,10,81,35,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
GERMANY,GERMANY-HAMBURG,20-03-2013,4,27,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GERMANY,GERMANY-MUNICH,20-03-2013,6,72,76,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DENMARK,DENMARK-COPENHAGEN,20-03-2013,0,12,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EGYPT,EGYPT-CAIRO,20-03-2013,0,4,17,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
SPAIN,SPAIN-MADRID,20-03-2013,0,79,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
ETHIOPIA,ETHIOPIA-ADDISABABA,20-03-2013,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FINLAND,FINLAND-HELSINKI,20-03-2013,0,19,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRANCE,FRANCE-PARIS,20-03-2013,0,383,56,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0
UNITED KINGDOM,UK-BIRMINGHAM,20-03-2013,0,224,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UNITED KINGDOM,UK-EDINBURGH,20-03-2013,0,15,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
UNITED KINGDOM,UK-LONDON,20-03-2013,11,737,180,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GHANA,GHANA-ACCRA,20-03-2013,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GREECE,GREECE-ATHENS,20-03-2013,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GUATEMALA,GUATEMALA-GUATEMALACITY,20-03-2013,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CROATIA,CROATIA-ZAGREB,20-03-2013,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
HUNGARY,HUNGARY-BUDAPEST,20-03-2013,0,12,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INDONESIA,INDONESIA-JAKARTA,20-03-2013,6,24,20,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
INDONESIA,INDONESIA-MEDAN,20-03-2013,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IRELAND,IRELAND-DUBLIN,20-03-2013,0,18,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IRAN,IRAN-TEHRAN,20-03-2013,0,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ISRAEL,ISRAEL-TELAVIV,20-03-2013,0,108,24,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ITALY,ITALY-MILAN,20-03-2013,0,74,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ITALY,ITALY-ROME,20-03-2013,0,69,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JAPAN,JAPAN-KOBE,20-03-2013,1,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JAPAN,JAPAN-TOKYO,20-03-2013,24,105,140,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
KAZAKHSTAN,KAZAKSTAN-ALMATY,20-03-2013,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KAZAKHSTAN,KAZAKSTAN-ASTANA,20-03-2013,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KENYA,KENYA-MOMBASA,20-03-2013,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KENYA,KENYA-NAIROBI,20-03-2013,0,24,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
CAMBODIA,CAMBODIA-PHNOMPENH,20-03-2013,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
KOREA(REPUBLIC OF),KOREA(SOUTH)-SEOUL,20-03-2013,6,85,113,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0
LAOS,LAOS-VIENTIENE,20-03-2013,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRI LANKA,SRILANKA-COLOMBO,20-03-2013,0,504,80,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
SRI LANKA,SRILANKA-JAFFNA,20-03-2013,0,92,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MALDIVES,MALDIVES-MALE,20-03-2013,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEXICO,MEXICO-MEXICOCITY,20-03-2013,1,27,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MOZAMBIQUE,MOZAMBIQUE-MAPUTO,20-03-2013,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAURITIUS,MAURITIUS-PORTLOUIS,20-03-2013,0,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
MALAYSIA,MALAYSIA-KUALALUMPUR,20-03-2013,0,601,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0
NIGERIA,NIGERIA-ABUJA,20-03-2013,1,43,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
NIGERIA,NIGERIA-LAGOS,20-03-2013,0,8,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
NETHERLANDS,NETHERLANDS-THEHAGUE,20-03-2013,0,90,70,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
NORWAY,NORWAY-OSLO,20-03-2013,1,14,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEPAL,NEPAL-KATHMANDU,20-03-2013,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
NEW ZEALAND,NEWZEALAND-WELLINGTON,20-03-2013,0,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OMAN,OMAN-MUSCAT,20-03-2013,0,184,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PAKISTAN,PAKISTAN-ISLAMABAD,20-03-2013,0,1,31,40,0,0,0,0,0,0,0,0,0,99,0,0,0,130,0,0,0
PERU,PERU-LIMA,20-03-2013,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PHILIPPINES,PHILLIPINES-MANILA,20-03-2013,4,19,11,15,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0
POLAND,POLAND-WARSAW,20-03-2013,0,41,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PORTUGAL,PORTUGAL-LISBON,20-03-2013,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RUSSIAN FEDERATION,RUSSIA-MOSCOW,20-03-2013,0,981,28,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0
RUSSIAN FEDERATION,RUSSIA-SAINTPETERSBURG,20-03-2013,3,79,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RUSSIAN FEDERATION,RUSSIA-VLADIVOSTOK,20-03-2013,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAUDI ARABIA,SAUDIARABIA-JEDDAH,20-03-2013,0,38,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SINGAPORE,SINGAPORE-SINGAPORE,20-03-2013,0,187,92,23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLOVENIA,SLOVENIA-LJUBLJANA,20-03-2013,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SWEDEN,SWEDEN-STOCKHOLM,20-03-2013,0,25,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
THAILAND,THAILAND-BANGKOK,20-03-2013,0,48,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
THAILAND,THAILAND-CHIANGMAI,20-03-2013,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TURKEY,TURKEY-ANKARA,20-03-2013,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TURKEY,TURKEY-ISTANBUL,20-03-2013,0,15,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAIWAN,TAIWAN-TAIPEI,20-03-2013,0,53,24,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
UNITED STATES OF AMERICA,USA-CHICAGO,20-03-2013,0,90,60,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UNITED STATES OF AMERICA,USA-HOUSTON,20-03-2013,0,148,55,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
UNITED STATES OF AMERICA,USA-NEWYORK,20-03-2013,0,148,85,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UNITED STATES OF AMERICA,USA-SANFRANCISCO,20-03-2013,0,167,75,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VIETNAM,VIETNAM-HANOI,20-03-2013,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VIETNAM,VIETNAM-HO-CHI-MINHCITY,20-03-2013,0,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
YEMEN,YEMEN-SANAA,20-03-2013,0,21,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0
SOUTH AFRICA,SOUTHAFRICA-CAPETOWN,20-03-2013,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOUTH AFRICA,SOUTHAFRICA-DURBAN,20-03-2013,0,69,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOUTH AFRICA,SOUTHAFRICA-JOHANNESBURG,20-03-2013,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOUTH AFRICA,SOUTHAFRICA-PRETORIA,20-03-2013,0,47,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UNITED ARAB EMIRATES,UAE-ABUDHABI,21-03-2013,0,81,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UNITED ARAB EMIRATES,UAE-DUBAI,21-03-2013,0,361,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AUSTRALIA,AUSTRALIA-MELBOURNE,21-03-2013,0,68,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AUSTRALIA,AUSTRALIA-PERTH,21-03-2013,0,23,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AUSTRALIA,AUSTRALIA-SYDNEY,21-03-2013,0,108,22,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AUSTRIA,AUSTRIA-VIENNA,21-03-2013,2,37,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BELGIUM,BELGIUM-BRUSSELS,21-03-2013,1,45,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BANGLADESH,BANGLADESH-CHITTAGONG,21-03-2013,0,316,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
BANGLADESH,BANGLADESH-DHAKA,21-03-2013,0,1227,44,1,0,0,2,0,0,0,0,0,0,0,0,0,4,0,8,0,0
BANGLADESH,BANGLADESH-RAJSHAHI,21-03-2013,0,163,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BAHRAIN,BAHRAIN-ALDIYA,21-03-2013,0,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BRAZIL,BRAZIL-BRASILIA,21-03-2013,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BRAZIL,BRAZIL-SAOPAULO,21-03-2013,0,23,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BRUNEI,BRUNEI-DARUSSALAM,21-03-2013,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CANADA,CANADA-OTTAWA,21-03-2013,1,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CANADA,CANADA-TORONTO,21-03-2013,0,75,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CANADA,CANADA-VANCOUVER,21-03-2013,0,133,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SWITZERLAND,SWITZERLAND-BERNE,21-03-2013,1,33,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHINA,CHINA-BEIJING,21-03-2013,0,50,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHINA,CHINA-GUANGZHOU,21-03-2013,0,76,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHINA,CHINA-HONGKONG,21-03-2013,0,88,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHINA,CHINA-SHANGHAI,21-03-2013,5,69,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COLOMBIA,COLOMBIA-BOGOTA,21-03-2013,0,4,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CZECH,CZECH-PRAGUE,21-03-2013,0,59,19,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0
GERMANY,GERMANY-BERLIN,21-03-2013,4,49,57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GERMANY,GERMANY-FRANKFURT,21-03-2013,7,60,63,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
GERMANY,GERMANY-HAMBURG,21-03-2013,4,21,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GERMANY,GERMANY-MUNICH,21-03-2013,16,70,93,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
DENMARK,DENMARK-COPENHAGEN,21-03-2013,0,5,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EGYPT,EGYPT-CAIRO,21-03-2013,0,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
SPAIN,SPAIN-MADRID,21-03-2013,0,75,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ETHIOPIA,ETHIOPIA-ADDISABABA,21-03-2013,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FINLAND,FINLAND-HELSINKI,21-03-2013,0,10,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
FRANCE,FRANCE-PARIS,21-03-2013,0,404,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
UNITED KINGDOM,UK-BIRMINGHAM,21-03-2013,0,193,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UNITED KINGDOM,UK-EDINBURGH,21-03-2013,0,19,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UNITED KINGDOM,UK-LONDON,21-03-2013,5,678,189,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GHANA,GHANA-ACCRA,21-03-2013,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
GREECE,GREECE-ATHENS,21-03-2013,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CROATIA,CROATIA-ZAGREB,21-03-2013,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUNGARY,HUNGARY-BUDAPEST,21-03-2013,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INDONESIA,INDONESIA-BALI,21-03-2013,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
INDONESIA,INDONESIA-JAKARTA,21-03-2013,1,32,25,1,0,0,1,0,0,0,0,0,0,0,0,0,25,0,0,0,0
IRELAND,IRELAND-DUBLIN,21-03-2013,1,13,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IRAN,IRAN-BANDARABBAS,21-03-2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
ISRAEL,ISRAEL-TELAVIV,21-03-2013,0,113,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ITALY,ITALY-MILAN,21-03-2013,0,15,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ITALY,ITALY-ROME,21-03-2013,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JAPAN,JAPAN-KOBE,21-03-2013,2,30,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JAPAN,JAPAN-TOKYO,21-03-2013,30,71,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KAZAKHSTAN,KAZAKSTAN-ASTANA,21-03-2013,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
KENYA,KENYA-MOMBASA,21-03-2013,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KENYA,KENYA-NAIROBI,21-03-2013,0,23,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAMBODIA,CAMBODIA-PHNOMPENH,21-03-2013,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KOREA(REPUBLIC OF),KOREA(SOUTH)-SEOUL,21-03-2013,5,105,91,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,9,0,0
LAOS,LAOS-VIENTIENE,21-03-2013,0,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
SRI LANKA,SRILANKA-COLOMBO,21-03-2013,0,519,66,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
SRI LANKA,SRILANKA-JAFFNA,21-03-2013,0,40,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
MALDIVES,MALDIVES-MALE,21-03-2013,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEXICO,MEXICO-MEXICOCITY,21-03-2013,1,10,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
MOZAMBIQUE,MOZAMBIQUE-MAPUTO,21-03-2013,0,20,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAURITIUS,MAURITIUS-PORTLOUIS,21-03-2013,0,43,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MALAYSIA,MALAYSIA-KUALALUMPUR,21-03-2013,0,481,37,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
NIGERIA,NIGERIA-ABUJA,21-03-2013,1,48,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
NIGERIA,NIGERIA-LAGOS,21-03-2013,0,4,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
NETHERLANDS,NETHERLANDS-THEHAGUE,21-03-2013,8,125,39,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NORWAY,NORWAY-OSLO,21-03-2013,2,19,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
NEPAL,NEPAL-KATHMANDU,21-03-2013,0,29,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,2,0,0
NEW ZEALAND,NEWZEALAND-WELLINGTON,21-03-2013,0,55,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PAKISTAN,PAKISTAN-ISLAMABAD,21-03-2013,0,0,9,1,0,0,0,0,0,0,0,0,0,50,0,0,0,227,0,0,0
PERU,PERU-LIMA,21-03-2013,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PHILIPPINES,PHILLIPINES-MANILA,21-03-2013,1,13,16,3,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0
POLAND,POLAND-WARSAW,21-03-2013,2,42,12,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
PORTUGAL,PORTUGAL-LISBON,21-03-2013,0,29,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RUSSIAN FEDERATION,RUSSIA-MOSCOW,21-03-2013,0,631,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RUSSIAN FEDERATION,RUSSIA-SAINTPETERSBURG,21-03-2013,0,69,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SINGAPORE,SINGAPORE-SINGAPORE,21-03-2013,0,96,83,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLOVENIA,SLOVENIA-LJUBLJANA,21-03-2013,0,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SWEDEN,SWEDEN-STOCKHOLM,21-03-2013,0,40,54,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
THAILAND,THAILAND-BANGKOK,21-03-2013,0,60,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
THAILAND,THAILAND-CHIANGMAI,21-03-2013,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TURKEY,TURKEY-ANKARA,21-03-2013,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TURKEY,TURKEY-ISTANBUL,21-03-2013,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAIWAN,TAIWAN-TAIPEI,21-03-2013,1,83,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UNITED STATES OF AMERICA,USA-CHICAGO,21-03-2013,0,92,51,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UNITED STATES OF AMERICA,USA-HOUSTON,21-03-2013,0,138,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UNITED STATES OF AMERICA,USA-NEWYORK,21-03-2013,0,213,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
UNITED STATES OF AMERICA,USA-SANFRANCISCO,21-03-2013,0,148,69,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VIETNAM,VIETNAM-HANOI,21-03-2013,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VIETNAM,VIETNAM-HO-CHI-MINHCITY,21-03-2013,0,25,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YEMEN,YEMEN-SANAA,21-03-2013,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOUTH AFRICA,SOUTHAFRICA-CAPETOWN,21-03-2013,1,15,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOUTH AFRICA,SOUTHAFRICA-DURBAN,21-03-2013,1,77,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOUTH AFRICA,SOUTHAFRICA-PRETORIA,21-03-2013,0,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARGENTINA,ARGENTINA-BUENOSAIRES,22-03-2013,0,55,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AUSTRALIA,AUSTRALIA-CANBERRA,22-03-2013,3,86,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AUSTRALIA,AUSTRALIA-MELBOURNE,22-03-2013,0,75,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AUSTRALIA,AUSTRALIA-PERTH,22-03-2013,1,33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AUSTRALIA,AUSTRALIA-SYDNEY,22-03-2013,2,115,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AUSTRIA,AUSTRIA-VIENNA,22-03-2013,1,40,18,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
BELGIUM,BELGIUM-BRUSSELS,22-03-2013,0,50,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BRAZIL,BRAZIL-BRASILIA,22-03-2013,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BRAZIL,BRAZIL-SAOPAULO,22-03-2013,0,31,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BRUNEI,BRUNEI-DARUSSALAM,22-03-2013,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CANADA,CANADA-OTTAWA,22-03-2013,0,40,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CANADA,CANADA-TORONTO,22-03-2013,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CANADA,CANADA-VANCOUVER,22-03-2013,0,132,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
